,question,answer
1349,co predstavuje tematicka reserse ?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1350,co je tematicka reserse ?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1351,co znamena tematicka reserse ?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1352,co predstavuje  jmenna reserse ?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1353,co je  jmenna reserse ?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1354,co znamena jmenna reserse ?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1355,co predstavuje  ciselna reserse ?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1356,co je  ciselna reserse ?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1357,co znamena ciselna reserse ?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1358,co predstavuje  reserse na pravni stav?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1359,co je  reserse na pravni stav?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1360,co znamena reserse na pravni stav?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1361,jak dlouho trva zpracovani reserse prumysloveho vzoru?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1362,kolik stoji resersi prumysloveho vzoru?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1363,jaky je poplatek za resersi prumysloveho vzoru?,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1364,resersnich sluzby uradu k prumyslovym vzorum,"k provedeni reserse je mozne vyuzit resersnich sluzeb uradu, a to na zaklade objednavky. resersni sluzby lze objednat pouze pisemne, a to na predepsanem formulari. pisemnou objednavku reserse je mozne podat osobne na podatelne uradu, postou, imejlem na adresu objednavky zavinac u pe ve tecka gof tecka ce zet ci datovou schrankou.  urad provadi tematicke reserse, jmenne reserse, ciselne reserse a reserse na pravni stav. resersnim vystupem je prehled relevantnich prumyslovych vzoru vcetne jejich vyobrazeni, je-li k dispozici. vzhledem k tomu, ze je porovnavan vnejsi vzhled vyrobku se zapsanymi prumyslovymi vzory v uvedenych databazich, a nikoliv jeho funkce, je vysledek reserse vzdy zavisly na kvalite dodaneho vyobrazeni. doba zpracovani je obvykle 30 dnu od data doruceni objednavky. za zpracovani kazde reserse se plati poplatek dle aktualniho ceniku, a to po jejim vyhotoveni. vice informaci o resersnich sluzbach uradu vcetne ceniku naleznete take zde."
1365,ochrana prumysloveho vzoru v zahranici,"jednou z moznosti, jak ziskat ochranu prumysloveho vzoru v zahranici, je podat prihlasku primo u prislusneho uradu kazdeho ciloveho statu, ve kterem ma byt prumyslovy vzor chranen. informace tykajici se prihlaseni prumysloveho vzoru, vlastniho rizeni o prihlasce a vyse poplatku pak lze ziskat na webovych strankach jednotlivych zahranicnich uradu, pripadne od clenu ceske komory patentovych zastupcu nebo clenu ceske advokatni komory, kteri maji navazany vztahy se svymi profesnimi partnery v zahranici. dalsi cestou je prihlasit prumyslovy vzor a ziskat ochranu i pro nektere nadnarodni uzemni celky, a to bud pro celek uzemi vsech tri statu beneluxu podanim prihlasky u uradu dusevniho vlastnictvi statu beneluxu, nebo ziskat ochranu zapisem prumysloveho vzoru spolecenstvi, jehoz ochrana se vztahuje na cele uzemi clenskych zemi evropske unie. podacim mistem prihlasky prumysloveho vzoru spolecenstvi je urad evropske unie pro dusevni vlastnictvi - e u i pe o - ve spanelskem alikante. je rovnez mozne tzv. neprime podani prihlasky prumysloveho vzoru spolecenstvi, a to prostrednictvim narodnich uradu prumysloveho vlastnictvi clenskych statu evropske unie, tedy i prostrednictvim uradu. veskere informace o prumyslovem vzoru spolecenstvi jsou dostupne na strankach uradu evropske unie pro dusevni vlastnictvi. a v neposledni rade je mozne postupovat podle haagske dohody - system  vipo.  hagsky system mezinarodniho zapisu prumyslovych vzoru je centralizovanym registracnim systemem, jehoz prostrednictvim muzete elektronicky prihlasit az 100 prumyslovych vzoru a ziskat ochranu ve vice nez sedmdesati uzemnich celcich, a to jednou prihlaskou, ze ktere lze narokovat datum priority pro pozdejsi podani. podat mezinarodni prihlasku podle haagskeho systemu muze kazda fyzicka nebo pravnicka osoba majici bydliste nebo sidlo v ceske republice. vice informaci k prihlasovani do zahranici naleznete take na strankach uradu. pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory."
