	question	answer
285	vymaz zaregistrovane ochranne znamky	"existuji dve moznosti jak docilit ukonceni zapisu ochranne znamky v rejstriku. zapsanou ochrannou znamku lze zrusit na navrh podany podle ustanoveni 31 zakona zakona o ochrannych znamkach, nebo prohlasit za neplatnou na zaklade navrhu uplatneneho podle ustanoveni 32 tehoz zakona.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
286	je mozny vymaz ochranne znamky	"existuji dve moznosti jak docilit ukonceni zapisu ochranne znamky v rejstriku. zapsanou ochrannou znamku lze zrusit na navrh podany podle ustanoveni 31 zakona zakona o ochrannych znamkach, nebo prohlasit za neplatnou na zaklade navrhu uplatneneho podle ustanoveni 32 tehoz zakona.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
287	jak dosahnout vymazu ochranne znamky	"existuji dve moznosti jak docilit ukonceni zapisu ochranne znamky v rejstriku. zapsanou ochrannou znamku lze zrusit na navrh podany podle ustanoveni 31 zakona zakona o ochrannych znamkach, nebo prohlasit za neplatnou na zaklade navrhu uplatneneho podle ustanoveni 32 tehoz zakona.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
288	zruseni ochranne znamky	"zruseni ochranne znamky a neplatnost ochranne znamky se uplatnuji az po zapisu ochranne znamky do rejstriku. maji vsak rozdilne moznosti uplatneni, zduvodneni a predevsim ucinky. navrh na zruseni ochranne znamky je mozno vznest proti ochranne znamce, ktera neni radne uzivana, stala se oznacenim v obchode obvyklym, jeji uzivani muze vest ke klamani verejnosti nebo je na zaklade soudniho rozhodnuti jeji uziti nedovolenym souteznim jednanim. ochranna znamka pozbyva sve ucinky az po nabyti pravni moci rozhodnuti o jejim zruseni.

navrh na prohlaseni ochranne znamky za neplatnou se podava z duvodu vymezenych ustanovenim 32 zakona o ochrannych znamkach. navrh lze uplatnit na zaklade udajneho zapisu ochranne znamky v rozporu s ustanovenim 4 nebo 6 zmineneho zakona. navrh muze pripadne vznest osoba uvedena v ustanoveni 7 tehoz zakona, ktere vymezuje duvody podani namitek proti zapisu prihlasky ochranne znamky do rejstriku. prohlaseni ochranne znamky za neplatnou znamena, ze se na takovou ochrannou znamku hledi, jako by nikdy nebyla zapsana.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
289	neplatnost ochranne znamky	"zruseni ochranne znamky a neplatnost ochranne znamky se uplatnuji az po zapisu ochranne znamky do rejstriku. maji vsak rozdilne moznosti uplatneni, zduvodneni a predevsim ucinky. navrh na zruseni ochranne znamky je mozno vznest proti ochranne znamce, ktera neni radne uzivana, stala se oznacenim v obchode obvyklym, jeji uzivani muze vest ke klamani verejnosti nebo je na zaklade soudniho rozhodnuti jeji uziti nedovolenym souteznim jednanim. ochranna znamka pozbyva sve ucinky az po nabyti pravni moci rozhodnuti o jejim zruseni.

navrh na prohlaseni ochranne znamky za neplatnou se podava z duvodu vymezenych ustanovenim 32 zakona o ochrannych znamkach. navrh lze uplatnit na zaklade udajneho zapisu ochranne znamky v rozporu s ustanovenim 4 nebo 6 zmineneho zakona. navrh muze pripadne vznest osoba uvedena v ustanoveni 7 tehoz zakona, ktere vymezuje duvody podani namitek proti zapisu prihlasky ochranne znamky do rejstriku. prohlaseni ochranne znamky za neplatnou znamena, ze se na takovou ochrannou znamku hledi, jako by nikdy nebyla zapsana.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
290	zneplatneni ochranne znamky	"zruseni ochranne znamky a neplatnost ochranne znamky se uplatnuji az po zapisu ochranne znamky do rejstriku. maji vsak rozdilne moznosti uplatneni, zduvodneni a predevsim ucinky. navrh na zruseni ochranne znamky je mozno vznest proti ochranne znamce, ktera neni radne uzivana, stala se oznacenim v obchode obvyklym, jeji uzivani muze vest ke klamani verejnosti nebo je na zaklade soudniho rozhodnuti jeji uziti nedovolenym souteznim jednanim. ochranna znamka pozbyva sve ucinky az po nabyti pravni moci rozhodnuti o jejim zruseni.

navrh na prohlaseni ochranne znamky za neplatnou se podava z duvodu vymezenych ustanovenim 32 zakona o ochrannych znamkach. navrh lze uplatnit na zaklade udajneho zapisu ochranne znamky v rozporu s ustanovenim 4 nebo 6 zmineneho zakona. navrh muze pripadne vznest osoba uvedena v ustanoveni 7 tehoz zakona, ktere vymezuje duvody podani namitek proti zapisu prihlasky ochranne znamky do rejstriku. prohlaseni ochranne znamky za neplatnou znamena, ze se na takovou ochrannou znamku hledi, jako by nikdy nebyla zapsana.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
291	jaky je rozdil mezi zrusenim ochranne znamky a prohlasenim ochranne znamky za neplatnou	"zruseni ochranne znamky a neplatnost ochranne znamky se uplatnuji az po zapisu ochranne znamky do rejstriku. maji vsak rozdilne moznosti uplatneni, zduvodneni a predevsim ucinky. navrh na zruseni ochranne znamky je mozno vznest proti ochranne znamce, ktera neni radne uzivana, stala se oznacenim v obchode obvyklym, jeji uzivani muze vest ke klamani verejnosti nebo je na zaklade soudniho rozhodnuti jeji uziti nedovolenym souteznim jednanim. ochranna znamka pozbyva sve ucinky az po nabyti pravni moci rozhodnuti o jejim zruseni.

navrh na prohlaseni ochranne znamky za neplatnou se podava z duvodu vymezenych ustanovenim 32 zakona o ochrannych znamkach. navrh lze uplatnit na zaklade udajneho zapisu ochranne znamky v rozporu s ustanovenim 4 nebo 6 zmineneho zakona. navrh muze pripadne vznest osoba uvedena v ustanoveni 7 tehoz zakona, ktere vymezuje duvody podani namitek proti zapisu prihlasky ochranne znamky do rejstriku. prohlaseni ochranne znamky za neplatnou znamena, ze se na takovou ochrannou znamku hledi, jako by nikdy nebyla zapsana.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
292	co znamena zruseni ochranne znamky	"zruseni ochranne znamky a neplatnost ochranne znamky se uplatnuji az po zapisu ochranne znamky do rejstriku. maji vsak rozdilne moznosti uplatneni, zduvodneni a predevsim ucinky. navrh na zruseni ochranne znamky je mozno vznest proti ochranne znamce, ktera neni radne uzivana, stala se oznacenim v obchode obvyklym, jeji uzivani muze vest ke klamani verejnosti nebo je na zaklade soudniho rozhodnuti jeji uziti nedovolenym souteznim jednanim. ochranna znamka pozbyva sve ucinky az po nabyti pravni moci rozhodnuti o jejim zruseni.

navrh na prohlaseni ochranne znamky za neplatnou se podava z duvodu vymezenych ustanovenim 32 zakona o ochrannych znamkach. navrh lze uplatnit na zaklade udajneho zapisu ochranne znamky v rozporu s ustanovenim 4 nebo 6 zmineneho zakona. navrh muze pripadne vznest osoba uvedena v ustanoveni 7 tehoz zakona, ktere vymezuje duvody podani namitek proti zapisu prihlasky ochranne znamky do rejstriku. prohlaseni ochranne znamky za neplatnou znamena, ze se na takovou ochrannou znamku hledi, jako by nikdy nebyla zapsana.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
293	co znamena zneplatneni ochranne znamky	"zruseni ochranne znamky a neplatnost ochranne znamky se uplatnuji az po zapisu ochranne znamky do rejstriku. maji vsak rozdilne moznosti uplatneni, zduvodneni a predevsim ucinky. navrh na zruseni ochranne znamky je mozno vznest proti ochranne znamce, ktera neni radne uzivana, stala se oznacenim v obchode obvyklym, jeji uzivani muze vest ke klamani verejnosti nebo je na zaklade soudniho rozhodnuti jeji uziti nedovolenym souteznim jednanim. ochranna znamka pozbyva sve ucinky az po nabyti pravni moci rozhodnuti o jejim zruseni.

navrh na prohlaseni ochranne znamky za neplatnou se podava z duvodu vymezenych ustanovenim 32 zakona o ochrannych znamkach. navrh lze uplatnit na zaklade udajneho zapisu ochranne znamky v rozporu s ustanovenim 4 nebo 6 zmineneho zakona. navrh muze pripadne vznest osoba uvedena v ustanoveni 7 tehoz zakona, ktere vymezuje duvody podani namitek proti zapisu prihlasky ochranne znamky do rejstriku. prohlaseni ochranne znamky za neplatnou znamena, ze se na takovou ochrannou znamku hledi, jako by nikdy nebyla zapsana.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
294	radne uzivani ochranne znamky	"radne uzivani znamena, ze je ochranna znamka uzivana verejne a plni svou rozlisovaci funkci. rozumi se tim uzivani ochranne znamky v souladu s jeji zakladni funkci, kterou je zarucit identitu puvodu vyrobku nebo sluzeb, pro nez je zapsana. pri prokazovani uzivani urad posoudi zejmena rozsah a frekvenci uzivani ochranne znamky se zohlednenim povahy vyrobku nebo sluzeb a soucasne charakteristiky trhu, na kterem se vyskytuji. 

dukazem takoveho uzivani mohou byt objednavky, faktury, dodaci listy, katalogy, nabidkove listy, letaky ci jine reklamni materialy, medialni prezentace, doklady o sponzoringu medialne sledovanych udalosti. za radne uzivani nelze pokladat pouhe symbolicke uzivani, za ucelem udrzet prava z napadene ochranne znamky bez skutecneho umyslu napadenou ochrannou znamku v obchodnim styku uzivat.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
295	co je radne uzivani ochranne znamky	"radne uzivani znamena, ze je ochranna znamka uzivana verejne a plni svou rozlisovaci funkci. rozumi se tim uzivani ochranne znamky v souladu s jeji zakladni funkci, kterou je zarucit identitu puvodu vyrobku nebo sluzeb, pro nez je zapsana. pri prokazovani uzivani urad posoudi zejmena rozsah a frekvenci uzivani ochranne znamky se zohlednenim povahy vyrobku nebo sluzeb a soucasne charakteristiky trhu, na kterem se vyskytuji. 

dukazem takoveho uzivani mohou byt objednavky, faktury, dodaci listy, katalogy, nabidkove listy, letaky ci jine reklamni materialy, medialni prezentace, doklady o sponzoringu medialne sledovanych udalosti. za radne uzivani nelze pokladat pouhe symbolicke uzivani, za ucelem udrzet prava z napadene ochranne znamky bez skutecneho umyslu napadenou ochrannou znamku v obchodnim styku uzivat.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
296	co znamena radne uzivani ochranne znamky	"radne uzivani znamena, ze je ochranna znamka uzivana verejne a plni svou rozlisovaci funkci. rozumi se tim uzivani ochranne znamky v souladu s jeji zakladni funkci, kterou je zarucit identitu puvodu vyrobku nebo sluzeb, pro nez je zapsana. pri prokazovani uzivani urad posoudi zejmena rozsah a frekvenci uzivani ochranne znamky se zohlednenim povahy vyrobku nebo sluzeb a soucasne charakteristiky trhu, na kterem se vyskytuji. 

dukazem takoveho uzivani mohou byt objednavky, faktury, dodaci listy, katalogy, nabidkove listy, letaky ci jine reklamni materialy, medialni prezentace, doklady o sponzoringu medialne sledovanych udalosti. za radne uzivani nelze pokladat pouhe symbolicke uzivani, za ucelem udrzet prava z napadene ochranne znamky bez skutecneho umyslu napadenou ochrannou znamku v obchodnim styku uzivat.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
297	definice pojmu radne uzivani ochranne znamky	"radne uzivani znamena, ze je ochranna znamka uzivana verejne a plni svou rozlisovaci funkci. rozumi se tim uzivani ochranne znamky v souladu s jeji zakladni funkci, kterou je zarucit identitu puvodu vyrobku nebo sluzeb, pro nez je zapsana. pri prokazovani uzivani urad posoudi zejmena rozsah a frekvenci uzivani ochranne znamky se zohlednenim povahy vyrobku nebo sluzeb a soucasne charakteristiky trhu, na kterem se vyskytuji. 

dukazem takoveho uzivani mohou byt objednavky, faktury, dodaci listy, katalogy, nabidkove listy, letaky ci jine reklamni materialy, medialni prezentace, doklady o sponzoringu medialne sledovanych udalosti. za radne uzivani nelze pokladat pouhe symbolicke uzivani, za ucelem udrzet prava z napadene ochranne znamky bez skutecneho umyslu napadenou ochrannou znamku v obchodnim styku uzivat.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
298	patentove knihovny	"patentove knihovny, mezi ktere patri urad a regionalni centra patentovych informaci, poskytuji ke studiu patentovou literaturu, tedy plne texty nebo casti textu narodnich a zahranicnich udelenych patentu, zverejnenych patentovych prihlasek, zapsanych uzitnych a prumyslovych vzoru, a take doprovodnou literaturu, tedy patentove a znamkove vestniky a tridniky. 

v soucasnosti jsou informace tohoto druhu k dispozici predevsim v elektronicke podobe prostrednictvim volne dostupnych resersnich databazi. knihovny nabizeji take provadeni patentovych a znamkovych resersi a pristupy do specializovanych komercnich databazi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. regionalni centra patentovych informaci zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."
299	patentova knihovna	"patentove knihovny, mezi ktere patri urad a regionalni centra patentovych informaci, poskytuji ke studiu patentovou literaturu, tedy plne texty nebo casti textu narodnich a zahranicnich udelenych patentu, zverejnenych patentovych prihlasek, zapsanych uzitnych a prumyslovych vzoru, a take doprovodnou literaturu, tedy patentove a znamkove vestniky a tridniky. 

v soucasnosti jsou informace tohoto druhu k dispozici predevsim v elektronicke podobe prostrednictvim volne dostupnych resersnich databazi. knihovny nabizeji take provadeni patentovych a znamkovych resersi a pristupy do specializovanych komercnich databazi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. regionalni centra patentovych informaci zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."
300	co je patentova knihovna	"patentove knihovny, mezi ktere patri urad a regionalni centra patentovych informaci, poskytuji ke studiu patentovou literaturu, tedy plne texty nebo casti textu narodnich a zahranicnich udelenych patentu, zverejnenych patentovych prihlasek, zapsanych uzitnych a prumyslovych vzoru, a take doprovodnou literaturu, tedy patentove a znamkove vestniky a tridniky. 

v soucasnosti jsou informace tohoto druhu k dispozici predevsim v elektronicke podobe prostrednictvim volne dostupnych resersnich databazi. knihovny nabizeji take provadeni patentovych a znamkovych resersi a pristupy do specializovanych komercnich databazi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. regionalni centra patentovych informaci zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."
301	jake informace poskytuje patentova knihovna	"patentove knihovny, mezi ktere patri urad a regionalni centra patentovych informaci, poskytuji ke studiu patentovou literaturu, tedy plne texty nebo casti textu narodnich a zahranicnich udelenych patentu, zverejnenych patentovych prihlasek, zapsanych uzitnych a prumyslovych vzoru, a take doprovodnou literaturu, tedy patentove a znamkove vestniky a tridniky. 

v soucasnosti jsou informace tohoto druhu k dispozici predevsim v elektronicke podobe prostrednictvim volne dostupnych resersnich databazi. knihovny nabizeji take provadeni patentovych a znamkovych resersi a pristupy do specializovanych komercnich databazi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. regionalni centra patentovych informaci zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."
302	jake informace poskytuji patentova knihovna	"patentove knihovny, mezi ktere patri urad a regionalni centra patentovych informaci, poskytuji ke studiu patentovou literaturu, tedy plne texty nebo casti textu narodnich a zahranicnich udelenych patentu, zverejnenych patentovych prihlasek, zapsanych uzitnych a prumyslovych vzoru, a take doprovodnou literaturu, tedy patentove a znamkove vestniky a tridniky. 

v soucasnosti jsou informace tohoto druhu k dispozici predevsim v elektronicke podobe prostrednictvim volne dostupnych resersnich databazi. knihovny nabizeji take provadeni patentovych a znamkovych resersi a pristupy do specializovanych komercnich databazi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. regionalni centra patentovych informaci zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."
303	jake informace poskytuje  patentove knihovny	"patentove knihovny, mezi ktere patri urad a regionalni centra patentovych informaci, poskytuji ke studiu patentovou literaturu, tedy plne texty nebo casti textu narodnich a zahranicnich udelenych patentu, zverejnenych patentovych prihlasek, zapsanych uzitnych a prumyslovych vzoru, a take doprovodnou literaturu, tedy patentove a znamkove vestniky a tridniky. 

v soucasnosti jsou informace tohoto druhu k dispozici predevsim v elektronicke podobe prostrednictvim volne dostupnych resersnich databazi. knihovny nabizeji take provadeni patentovych a znamkovych resersi a pristupy do specializovanych komercnich databazi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. regionalni centra patentovych informaci zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."
304	jake informace poskytuji patentove knihovny	"patentove knihovny, mezi ktere patri urad a regionalni centra patentovych informaci, poskytuji ke studiu patentovou literaturu, tedy plne texty nebo casti textu narodnich a zahranicnich udelenych patentu, zverejnenych patentovych prihlasek, zapsanych uzitnych a prumyslovych vzoru, a take doprovodnou literaturu, tedy patentove a znamkove vestniky a tridniky. 

v soucasnosti jsou informace tohoto druhu k dispozici predevsim v elektronicke podobe prostrednictvim volne dostupnych resersnich databazi. knihovny nabizeji take provadeni patentovych a znamkovych resersi a pristupy do specializovanych komercnich databazi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. regionalni centra patentovych informaci zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."
305	co najdu v patentove knihovne	"patentove knihovny, mezi ktere patri urad a regionalni centra patentovych informaci, poskytuji ke studiu patentovou literaturu, tedy plne texty nebo casti textu narodnich a zahranicnich udelenych patentu, zverejnenych patentovych prihlasek, zapsanych uzitnych a prumyslovych vzoru, a take doprovodnou literaturu, tedy patentove a znamkove vestniky a tridniky. 

v soucasnosti jsou informace tohoto druhu k dispozici predevsim v elektronicke podobe prostrednictvim volne dostupnych resersnich databazi. knihovny nabizeji take provadeni patentovych a znamkovych resersi a pristupy do specializovanych komercnich databazi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. regionalni centra patentovych informaci zde: https://upv.gov.cz/informacni-zdroje/instituce/tuzemske#patlib."
